Date,Time,Event,Ticker,Period,Actual,Prior,Surv(M),Surv(A),# Ests.,Surprise,Std Dev,C
04/26/16,21:00,S&P CoreLogic CS US HPI YoY NSA,SPCSUSAY Index,Feb,5.29%,5.43%,--,--,0,--,--,US
04/26/16,21:45,Markit US Services PMI,MPMIUSSA Index,Apr P,--,--,52,52.02,10,--,0.55,US
04/26/16,21:45,Markit US Composite PMI,MPMIUSCA Index,Apr P,--,--,--,--,0,--,--,US
04/26/16,22:00,Conf. Board Consumer Confidence,CONCCONF Index,Apr,94.2,96.2,95.8,95.84,73,-1.4,1.15,US
04/26/16,22:00,Richmond Fed Manufact. Index,RCHSINDX Index,Apr,14,22,12,11.33,12,0.67,2.98,US
04/27/16,19:00,MBA Mortgage Applications,MBAVCHNG Index,Apr-22,-4.10%,1.30%,--,--,0,--,--,US
04/27/16,20:30,Advance Goods Trade Balance,USTGTTCB Index,Mar,-$56.9b,-$62.9b,-$62.8b,-$62.59b,41,4.11,1.44,US
04/27/16,22:00,Pending Home Sales MoM,USPHTMOM Index,Mar,1.40%,3.50%,0.50%,0.28%,36,1.16,0.78,US
04/27/16,22:00,Pending Home Sales NSA YoY,USPHTYOY Index,Mar,2.90%,5.10%,0.80%,0.40%,6,2.12,0.99,US
04/28/16,2:00,FOMC Rate Decision (Upper Bound),FDTR Index,Apr-27,0.50%,0.50%,0.50%,0.50%,93,--,0,US
04/28/16,2:00,FOMC Rate Decision (Lower Bound),FDTRFTRL Index,Apr-27,0.25%,0.25%,0.25%,0.25%,93,--,0,US
04/28/16,20:30,Initial Jobless Claims,INJCJC Index,Apr-23,257k,247k,259k,258.88k,50,-0.3,6.64,US
04/28/16,20:30,Continuing Claims,INJCSP Index,Apr-16,2130k,2137k,2136k,2144.50k,10,-0.28,21.05,US
04/28/16,20:30,GDP Annualized QoQ,GDP CQOQ Index,1Q A,0.50%,1.40%,0.70%,0.68%,83,-0.77,0.26,US
04/28/16,20:30,Personal Consumption,GDPCTOT% Index,1Q A,1.90%,2.40%,1.70%,1.73%,24,1.33,0.15,US
04/28/16,20:30,GDP Price Index,GDP PIQQ Index,1Q A,0.70%,0.90%,0.50%,0.63%,35,0.78,0.26,US
04/28/16,20:30,Core PCE QoQ,GDPCPCEC Index,1Q A,2.10%,1.30%,1.90%,1.82%,20,1.08,0.19,US
04/28/16,21:45,Bloomberg Consumer Comfort,COMFCOMF Index,Apr-24,43.4,42.9,--,--,1,--,--,US
04/28/16,23:00,Kansas City Fed Manf. Activity,KCLSSACI Index,Apr,-4,-6,--,--,2,--,--,US
04/29/16,20:30,Employment Cost Index,ECI SA% Index,1Q,0.60%,0.60%,0.60%,0.61%,57,0,0.07,US
04/29/16,20:30,Personal Income,PITLCHNG Index,Mar,0.40%,0.20%,0.30%,0.32%,80,1.42,0.07,US
04/29/16,20:30,Personal Spending,PCE CRCH Index,Mar,0.10%,0.10%,0.20%,0.17%,79,-1.4,0.07,US
04/29/16,20:30,Real Personal Spending,PCE CHNC Index,Mar,0.00%,0.20%,0.10%,0.10%,14,-1.53,0.07,US
04/29/16,20:30,PCE Deflator MoM,PCE DEFM Index,Mar,0.10%,-0.10%,0.10%,0.08%,39,0,0.05,US
04/29/16,20:30,PCE Deflator YoY,PCE DEFY Index,Mar,0.80%,1.00%,0.80%,0.81%,28,0,0.06,US
04/29/16,20:30,PCE Core Deflator MoM,PCE CMOM Index,Mar,0.10%,0.10%,0.10%,0.09%,56,0,0.05,US
04/29/16,20:30,PCE Core Deflator YoY,PCE CYOY Index,Mar,1.60%,1.70%,1.60%,1.56%,35,0,0.05,US
04/29/16,21:00,ISM Milwaukee,MAPMINDX Index,Apr,51.05,57.78,--,--,2,--,--,US
04/29/16,21:45,MNI Chicago PMI,CHPMINDX Index,Apr,50.4,53.6,52.8,52.62,38,-1.76,1.36,US
04/29/16,22:00,Revisions: Retail Sales,,,,,,,,,,US
04/29/16,22:00,U. of Mich. Sentiment,CONSSENT Index,Apr F,89,89.7,90,90.13,57,-1.67,0.6,US
04/29/16,22:00,U. of Mich. Current Conditions,CONSCURR Index,Apr F,106.7,105.4,--,--,2,--,--,US
04/29/16,22:00,U. of Mich. Expectations,CONSEXP Index,Apr F,77.6,79.6,--,--,2,--,--,US
04/29/16,22:00,U. of Mich. 1 Yr Inflation,CONSPXMD Index,Apr F,2.80%,2.70%,--,--,0,--,--,US
04/29/16,22:00,U. of Mich. 5-10 Yr Inflation,CONSP5MD Index,Apr F,2.50%,2.50%,--,--,0,--,--,US
05/02/16,21:45,Markit US Manufacturing PMI,MPMIUSMA Index,Apr F,--,--,50.8,50.9,15,--,0.19,US
05/02/16,22:00,ISM Manufacturing,NAPMPMI Index,Apr,50.8,51.8,51.4,51.3,83,-0.84,0.71,US
05/02/16,22:00,ISM Prices Paid,NAPMPRIC Index,Apr,59,51.5,52,52.07,7,6.67,1.05,US
05/02/16,22:00,ISM New Orders,NAPMNEWO Index,Apr,55.8,58.3,--,--,1,--,--,US
05/02/16,22:00,Construction Spending MoM,CNSTTMOM Index,Mar,0.30%,-0.50%,0.50%,0.54%,48,-0.87,0.23,US
05/03/16,21:45,ISM New York,NYPMCURR Index,Apr,57,50.4,--,--,2,--,--,US
05/03/16,22:00,IBD/TIPP Economic Optimism,ECONUSIB Index,May,48.7,46.3,46.5,46.35,6,5.76,0.38,US
05/03/16-05/04/16,,Wards Domestic Vehicle Sales,SAARDTOT Index,Apr,13.48m,12.97m,13.40m,13.48m,10,0.24,0.33,US
05/03/16-05/04/16,,Wards Total Vehicle Sales,SAARTOTL Index,Apr,17.32m,16.46m,17.40m,17.34m,50,-0.34,0.23,US
05/04/16,19:00,MBA Mortgage Applications,MBAVCHNG Index,Apr-29,-3.40%,-4.10%,--,--,0,--,--,US
05/04/16,20:15,ADP Employment Change,ADP CHNG Index,Apr,156k,200k,195k,192.93k,45,-2.25,17.32,US
05/04/16,20:30,Trade Balance,USTBTOT Index,Mar,-$40.4b,-$47.1b,-$41.2b,-$42.20b,68,0.34,2.35,US
05/04/16,20:30,Nonfarm Productivity,PRODNFR% Index,1Q P,-1.00%,-2.20%,-1.30%,-1.30%,55,0.64,0.47,US
05/04/16,20:30,Unit Labor Costs,COSTNFR% Index,1Q P,4.10%,3.30%,3.30%,3.14%,51,1.15,0.69,US
05/04/16,21:45,Markit US Services PMI,MPMIUSSA Index,Apr F,--,--,52.1,52.19,7,--,0.18,US
05/04/16,21:45,Markit US Composite PMI,MPMIUSCA Index,Apr F,--,--,--,--,0,--,--,US
05/04/16,22:00,ISM Non-Manufacturing Index,NAPMNMI Index,Apr,55.7,54.5,54.8,54.68,80,2,0.47,US
05/04/16,22:00,Factory Orders,TMNOCHNG Index,Mar,1.10%,-1.70%,0.60%,0.71%,60,1.3,0.38,US
05/04/16,22:00,Factory Orders Ex Trans,TMNOXTM% Index,Mar,0.80%,-0.80%,--,--,2,--,--,US
05/04/16,22:00,Durable Goods Orders,DGNOCHNG Index,Mar F,0.80%,0.80%,0.80%,0.93%,3,0,0.26,US
05/04/16,22:00,Durables Ex Transportation,DGNOXTCH Index,Mar F,-0.20%,-0.20%,-0.10%,-0.03%,3,-0.59,0.17,US
05/04/16,22:00,Cap Goods Orders Nondef Ex Air,CGNOXAI% Index,Mar F,0.10%,0.00%,--,--,1,--,--,US
05/04/16,22:00,Cap Goods Ship Nondef Ex Air,CGSHXAI% Index,Mar F,0.50%,0.30%,--,--,0,--,--,US
05/05/16,19:30,Challenger Job Cuts YoY,CHALYOY% Index,Apr,5.80%,31.70%,--,--,0,--,--,US
05/05/16,20:30,Initial Jobless Claims,INJCJC Index,Apr-30,274k,257k,260k,261.79k,47,2.72,5.14,US
05/05/16,20:30,Continuing Claims,INJCSP Index,Apr-23,2121k,2130k,2128k,2135.40k,10,-0.23,28.39,US
05/05/16,21:45,Bloomberg Consumer Comfort,COMFCOMF Index,May-01,42,43.4,--,--,1,--,--,US
05/06/16,20:30,Two-Month Payroll Net Revision,ECONGECC Index,Apr,-19k,--,--,--,0,--,--,US
05/06/16,20:30,Change in Nonfarm Payrolls,NFP TCH Index,Apr,160k,215k,200k,205.13k,92,-1.73,23.16,US
05/06/16,20:30,Change in Private Payrolls,NFP PCH Index,Apr,171k,195k,195k,194.62k,45,-1.14,21.12,US
05/06/16,20:30,Change in Manufact. Payrolls,USMMMNCH Index,Apr,4k,-29k,-5k,-3.50k,26,1.13,7.94,US
05/06/16,20:30,Unemployment Rate,USURTOT Index,Apr,5.00%,5.00%,4.90%,4.95%,86,1.71,0.06,US
05/06/16,20:30,Average Hourly Earnings MoM,AHE MOM% Index,Apr,0.30%,0.30%,0.30%,0.27%,62,0,0.06,US
05/06/16,20:30,Average Hourly Earnings YoY,AHE YOY% Index,Apr,2.50%,2.30%,2.40%,2.38%,26,1.8,0.06,US
05/06/16,20:30,Average Weekly Hours All Employees,AWH TOTL Index,Apr,34.5,34.4,34.5,34.48,35,0,0.04,US
05/06/16,20:30,Change in Household Employment,USEMNCHG Index,Apr,-316,246,170,160,3,-12.99,37.42,US
05/06/16,20:30,Labor Force Participation Rate,PRUSTOT Index,Apr,62.80%,63.00%,63.00%,62.41%,5,-0.17,1.2,US
05/06/16,20:30,Underemployment Rate,USUDMAER Index,Apr,9.70%,9.80%,--,--,1,--,--,US
05/07/16,3:00,Consumer Credit,CICRTOT Index,Mar,$29.674b,$17.217b,$16.000b,$16.18b,28,4.46,3.07,US
05/09/16,22:00,Labor Market Conditions Index Change,LMCILMCC Index,Apr,-0.9,-2.1,-1,-1.6,5,0.08,1.24,US
05/10/16,18:00,NFIB Small Business Optimism,SBOITOTL Index,Apr,93.6,92.6,93,93.18,17,1.55,0.39,US
05/10/16,22:00,Wholesale Inventories MoM,MWINCHNG Index,Mar,0.10%,-0.50%,0.10%,0.06%,24,0,0.21,US
05/10/16,22:00,Wholesale Trade Sales MoM,MWSLCHNG Index,Mar,0.70%,-0.20%,0.50%,0.41%,7,1.78,0.11,US
05/10/16,22:00,JOLTS Job Openings,JOLTTOTL Index,Mar,5757,5445,5450,5464.43,7,5.17,59.39,US
05/11/16,19:00,MBA Mortgage Applications,MBAVCHNG Index,May-06,0.40%,-3.40%,--,--,0,--,--,US
05/12/16,2:00,Monthly Budget Statement,FDDSSD Index,Apr,$106.5b,$156.7b,$107.0b,$99.96b,14,-0.03,18.4,US
05/12/16,20:30,Import Price Index MoM,IMP1CHNG Index,Apr,0.30%,0.20%,0.60%,0.53%,49,-0.62,0.48,US
05/12/16,20:30,Import Price Index YoY,IMP1YOY% Index,Apr,-5.70%,-6.20%,-5.40%,-5.21%,19,-0.23,1.28,US
05/12/16,20:30,Initial Jobless Claims,INJCJC Index,May-07,294k,274k,270k,269.04k,48,4.78,5.02,US
05/12/16,20:30,Continuing Claims,INJCSP Index,Apr-30,2161k,2121k,2120k,2122.54k,11,1.89,21.72,US
05/12/16,20:45,Bloomberg May United States Economic Survey (Table),,,,,,,,,,US
05/12/16,21:45,Bloomberg Consumer Comfort,COMFCOMF Index,May-08,41.7,42,--,--,1,--,--,US
05/12/16,22:00,Mortgage Delinquencies,DLQTDLQT Index,1Q,4.77%,4.77%,--,--,0,--,--,US
05/12/16,22:00,MBA Mortgage Foreclosures,FORLTOTL Index,1Q,1.74%,1.77%,--,--,0,--,--,US
05/13/16,20:30,Retail Sales Advance MoM,RSTAMOM Index,Apr,1.30%,-0.30%,0.80%,0.81%,82,2.14,0.23,US
05/13/16,20:30,Retail Sales Ex Auto MoM,RSTAXMOM Index,Apr,0.80%,0.20%,0.50%,0.51%,67,1.51,0.2,US
05/13/16,20:30,Retail Sales Ex Auto and Gas,RSTAXAG% Index,Apr,0.60%,0.10%,0.30%,0.34%,28,3.2,0.09,US
05/13/16,20:30,Retail Sales Control Group,RSTAXAGM Index,Apr,0.90%,0.10%,0.40%,0.36%,30,4.75,0.11,US
05/13/16,20:30,PPI Final Demand MoM,FDIDFDMO Index,Apr,0.20%,-0.10%,0.30%,0.31%,66,-1.06,0.09,US
05/13/16,20:30,PPI Ex Food and Energy MoM,FDIDSGMO Index,Apr,0.10%,-0.10%,0.10%,0.13%,59,0,0.05,US
05/13/16,20:30,"PPI Ex Food, Energy, Trade MoM",FDIDSGUM Index,Apr,0.30%,0.00%,0.10%,0.13%,8,4.62,0.04,US
05/13/16,20:30,PPI Final Demand YoY,FDIUFDYO Index,Apr,0.00%,-0.10%,0.20%,0.23%,30,-2.08,0.1,US
05/13/16,20:30,PPI Ex Food and Energy YoY,FDIUSGYO Index,Apr,0.90%,1.00%,0.90%,0.96%,28,0,0.13,US
05/13/16,20:30,"PPI Ex Food, Energy, Trade YoY",FDIUSGUY Index,Apr,0.90%,0.90%,0.80%,0.83%,3,2.12,0.05,US
05/13/16,22:00,Business Inventories,MTIBCHNG Index,Mar,0.40%,-0.10%,0.20%,0.17%,43,1.71,0.12,US
05/13/16,22:00,U. of Mich. Sentiment,CONSSENT Index,May P,95.8,89,89.5,89.7,66,3.68,1.71,US
05/13/16,22:00,U. of Mich. Current Conditions,CONSCURR Index,May P,108.6,106.7,106,106.07,3,7.88,0.33,US
05/13/16,22:00,U. of Mich. Expectations,CONSEXP Index,May P,87.5,77.6,78,76.7,3,4.97,1.91,US
05/13/16,22:00,U. of Mich. 1 Yr Inflation,CONSPXMD Index,May P,2.50%,2.80%,--,--,0,--,--,US
05/13/16,22:00,U. of Mich. 5-10 Yr Inflation,CONSP5MD Index,May P,2.60%,2.50%,--,--,0,--,--,US
05/16/16,20:30,Empire Manufacturing,EMPRGBCI Index,May,-9,9.6,6.5,6.32,52,-6.02,2.58,US
05/16/16,22:00,NAHB Housing Market Index,USHBMIDX Index,May,58,58,59,58.72,49,-1.21,0.83,US
05/17/16,4:00,Total Net TIC Flows,FRNTTNET Index,Mar,-$98.3b,$33.5b,--,--,0,--,--,US
05/17/16,4:00,Net Long-term TIC Flows,FRNTTOTL Index,Mar,$78.1b,$72.0b,--,--,1,--,--,US
05/17/16,20:30,Housing Starts,NHSPSTOT Index,Apr,1172k,1089k,1125k,1127.05k,79,1.62,28.97,US
05/17/16,20:30,Housing Starts MoM,NHCHSTCH Index,Apr,6.60%,-8.80%,3.30%,3.49%,79,1.24,2.66,US
05/17/16,20:30,Building Permits,NHSPATOT Index,Apr,1116k,1086k,1135k,1137.45k,55,-0.81,23.56,US
05/17/16,20:30,Building Permits MoM,NHCHATCH Index,Apr,3.60%,-7.70%,5.50%,5.71%,55,-0.86,2.19,US
05/17/16,20:30,CPI MoM,CPI CHNG Index,Apr,0.40%,0.10%,0.30%,0.34%,89,1.28,0.08,US
05/17/16,20:30,CPI Ex Food and Energy MoM,CPUPXCHG Index,Apr,0.20%,0.10%,0.20%,0.18%,87,0,0.05,US
05/17/16,20:30,CPI YoY,CPI YOY Index,Apr,1.10%,0.90%,1.10%,1.07%,47,0,0.07,US
05/17/16,20:30,CPI Ex Food and Energy YoY,CPI XYOY Index,Apr,2.10%,2.20%,2.10%,2.12%,46,0,0.05,US
05/17/16,20:30,CPI Index NSA,CPURNSA Index,Apr,239.261,238.132,239.12,239.06,15,0.88,0.16,US
05/17/16,20:30,CPI Core Index SA,CPUPAXFE Index,Apr,246.574,246.095,246.45,246.45,5,14.6,0.01,US
05/17/16,20:30,Real Avg Weekly Earnings YoY,REALYRAE Index,Apr,1.30%,1.10%,--,--,0,--,--,US
05/17/16,21:15,Industrial Production MoM,IP CHNG Index,Apr,0.70%,-0.60%,0.30%,0.34%,81,1.89,0.21,US
05/17/16,21:15,Capacity Utilization,CPTICHNG Index,Apr,75.40%,74.80%,75.00%,75.00%,59,2.18,0.18,US
05/17/16,21:15,Manufacturing (SIC) Production,IPMGCHNG Index,Apr,0.30%,-0.30%,0.30%,0.25%,27,0,0.17,US
05/18/16,19:00,MBA Mortgage Applications,MBAVCHNG Index,May-13,-1.60%,0.40%,--,--,0,--,--,US
05/18/16,22:00,"Revisions: Manufacturers’ Shipments, Inventories, Orders",,,,,,,,,,US
05/19/16,2:00,FOMC Meeting Minutes,FEDMMINU Index,Apr-27,--,--,--,--,0,--,--,US
05/19/16,20:30,Chicago Fed Nat Activity Index,CFNAI Index,Apr,0.1,-0.44,-0.2,-0.2,5,4.74,0.06,US
05/19/16,20:30,Initial Jobless Claims,INJCJC Index,May-14,278k,294k,275k,274.51k,45,0.54,5.6,US
05/19/16,20:30,Continuing Claims,INJCSP Index,May-07,2152k,2161k,2158k,2155.88k,8,-0.12,44.84,US
05/19/16,20:30,Philadelphia Fed Business Outlook,OUTFGAF Index,May,-1.8,-1.6,3,3.08,55,-2.06,2.33,US
05/19/16,21:45,Bloomberg Economic Expectations,COMFBTWR Index,May,44.5,44.5,--,--,0,--,--,US
05/19/16,21:45,Bloomberg Consumer Comfort,COMFCOMF Index,May-15,42.6,41.7,--,--,1,--,--,US
05/19/16,22:00,Leading Index,LEI CHNG Index,Apr,0.60%,0.20%,0.40%,0.43%,41,1.43,0.14,US
05/20/16,22:00,Existing Home Sales,ETSLTOTL Index,Apr,5.45m,5.33m,5.40m,5.39m,75,0.78,0.06,US
05/20/16,22:00,Existing Home Sales MoM,ETSLMOM Index,Apr,1.70%,5.10%,1.30%,1.04%,75,0.32,1.2,US
05/23/16,21:45,Markit US Manufacturing PMI,MPMIUSMA Index,May P,--,--,51,51,23,--,0.45,US
05/24/16,22:00,Richmond Fed Manufact. Index,RCHSINDX Index,May,-1,14,8,7.79,13,-3.98,2.26,US
05/24/16,22:00,New Home Sales,NHSLTOT Index,Apr,619k,511k,523k,522.00k,75,17.16,5.59,US
05/24/16,22:00,New Home Sales MoM,NHSLCHNG Index,Apr,16.60%,-1.50%,2.40%,2.15%,75,13,1.1,US
05/25/16,19:00,MBA Mortgage Applications,MBAVCHNG Index,May-20,2.30%,-1.60%,--,--,0,--,--,US
05/25/16,20:30,Advance Goods Trade Balance,USTGTTCB Index,Apr,-$57.5b,-$56.9b,-$60.0b,-$59.99b,43,1.47,1.7,US
05/25/16,21:00,House Price Purchase Index QoQ,HPI PURQ Index,1Q,1.30%,1.40%,--,--,2,--,--,US
05/25/16,21:00,FHFA House Price Index MoM,HPIMMOM% Index,Mar,0.70%,0.40%,0.50%,0.51%,23,1.68,0.12,US
05/25/16,21:45,Markit US Services PMI,MPMIUSSA Index,May P,--,--,53,53.01,14,--,0.52,US
05/25/16,21:45,Markit US Composite PMI,MPMIUSCA Index,May P,--,--,--,--,0,--,--,US
05/26/16,20:30,Initial Jobless Claims,INJCJC Index,May-21,268k,278k,275k,275.35k,49,-1.37,5.11,US
05/26/16,20:30,Continuing Claims,INJCSP Index,May-14,2163k,2152k,2142k,2146.00k,8,1.68,12.52,US
05/26/16,20:30,Durable Goods Orders,DGNOCHNG Index,Apr P,3.40%,0.80%,0.50%,0.61%,81,3.41,0.85,US
05/26/16,20:30,Durables Ex Transportation,DGNOXTCH Index,Apr P,0.40%,-0.20%,0.30%,0.34%,62,0.34,0.29,US
05/26/16,20:30,Cap Goods Orders Nondef Ex Air,CGNOXAI% Index,Apr P,-0.80%,0.10%,0.30%,0.47%,26,-2.83,0.39,US
05/26/16,20:30,Cap Goods Ship Nondef Ex Air,CGSHXAI% Index,Apr P,0.30%,0.50%,0.10%,0.23%,9,0.65,0.31,US
05/26/16,20:30,U.S. March Revised Factory Orders Estimate: 1.8% From 1.5%,,,,,,,,,,US
05/26/16,21:45,Bloomberg Consumer Comfort,COMFCOMF Index,May-22,42,42.6,--,--,1,--,--,US
05/26/16,22:00,Pending Home Sales MoM,USPHTMOM Index,Apr,5.10%,1.40%,0.70%,0.64%,37,6.47,0.68,US
05/26/16,22:00,Pending Home Sales NSA YoY,USPHTYOY Index,Apr,2.90%,2.90%,0.20%,0.11%,8,2.46,1.12,US
05/26/16,23:00,Kansas City Fed Manf. Activity,KCLSSACI Index,May,-5,-4,-3,-3.17,6,-1.87,1.07,US
05/27/16,20:30,GDP Annualized QoQ,GDP CQOQ Index,1Q S,0.80%,0.50%,0.90%,0.87%,83,-0.7,0.14,US
05/27/16,20:30,Personal Consumption,GDPCTOT% Index,1Q S,1.90%,1.90%,2.10%,2.08%,16,-2.67,0.08,US
05/27/16,20:30,GDP Price Index,GDP PIQQ Index,1Q S,0.60%,0.70%,0.70%,0.70%,27,-5.3,0.02,US
05/27/16,20:30,Core PCE QoQ,GDPCPCEC Index,1Q S,2.10%,2.10%,2.10%,2.10%,9,--,0,US
05/27/16,22:00,U. of Mich. Sentiment,CONSSENT Index,May F,94.7,95.8,95.4,95.32,62,-0.98,0.71,US
05/27/16,22:00,U. of Mich. Current Conditions,CONSCURR Index,May F,109.9,108.6,--,--,2,--,--,US
05/27/16,22:00,U. of Mich. Expectations,CONSEXP Index,May F,84.9,87.5,--,--,2,--,--,US
05/27/16,22:00,U. of Mich. 1 Yr Inflation,CONSPXMD Index,May F,2.40%,2.50%,--,--,0,--,--,US
05/27/16,22:00,U. of Mich. 5-10 Yr Inflation,CONSP5MD Index,May F,2.50%,2.60%,--,--,0,--,--,US
05/31/16,20:30,Personal Income,PITLCHNG Index,Apr,0.40%,0.40%,0.40%,0.42%,74,0,0.08,US
05/31/16,20:30,Personal Spending,PCE CRCH Index,Apr,1.00%,0.10%,0.70%,0.68%,74,2.02,0.15,US
05/31/16,20:30,Real Personal Spending,PCE CHNC Index,Apr,0.60%,0.00%,0.50%,0.45%,11,1.28,0.08,US
05/31/16,20:30,PCE Deflator MoM,PCE DEFM Index,Apr,0.30%,0.10%,0.30%,0.29%,41,0,0.05,US
05/31/16,20:30,PCE Deflator YoY,PCE DEFY Index,Apr,1.10%,0.80%,1.10%,1.07%,32,0,0.06,US
05/31/16,20:30,PCE Core Deflator MoM,PCE CMOM Index,Apr,0.20%,0.10%,0.20%,0.17%,53,0,0.04,US
05/31/16,20:30,PCE Core Deflator YoY,PCE CYOY Index,Apr,1.60%,1.60%,1.60%,1.56%,37,0,0.16,US
05/31/16,21:00,S&P CoreLogic CS US HPI MoM SA,SPCSUSQS Index,Mar,0.09%,0.41%,--,--,0,--,--,US
05/31/16,21:00,S&P CoreLogic CS 20-City NSA Index,SPCS20 Index,Mar,184.5,182.79,184.07,184.13,3,2.27,0.19,US
05/31/16,21:00,S&P CoreLogic CS 20-City MoM SA,SPCS20SM Index,Mar,0.85%,0.66%,0.77%,0.79%,24,0.49,0.17,US
05/31/16,21:00,S&P CoreLogic CS 20-City YoY NSA,SPCS20Y% Index,Mar,5.43%,5.38%,5.16%,5.15%,22,1.37,0.2,US
05/31/16,21:00,S&P CoreLogic CS US HPI NSA Index,SPCSUSA Index,Mar,176.91,175.61,--,--,0,--,--,US
05/31/16,21:00,S&P CoreLogic CS US HPI YoY NSA,SPCSUSAY Index,Mar,5.15%,5.29%,--,--,0,--,--,US
05/31/16,21:45,MNI Chicago PMI,CHPMINDX Index,May,49.3,50.4,50.5,50.35,37,-1.16,1.03,US
05/31/16,22:00,Conf. Board Consumer Confidence,CONCCONF Index,May,92.6,94.2,96.1,96.68,68,-2.23,1.57,US
05/31/16,22:30,Dallas Fed Manf. Activity,DFEDGBA Index,May,-20.8,-13.9,-8,-8.06,10,-5.18,2.47,US
06/01/16,19:00,MBA Mortgage Applications,MBAVCHNG Index,May-27,-4.10%,2.30%,--,--,0,--,--,US
06/01/16,21:45,Markit US Manufacturing PMI,MPMIUSMA Index,May F,--,--,50.5,50.68,13,--,0.38,US
06/01/16,22:00,ISM Manufacturing,NAPMPMI Index,May,51.3,50.8,50.3,50.33,81,1.83,0.55,US
06/01/16,22:00,ISM Prices Paid,NAPMPRIC Index,May,63.5,59,58.5,58.63,8,3.8,1.32,US
06/01/16,22:00,ISM New Orders,NAPMNEWO Index,May,55.7,55.8,52.4,52.07,3,2.1,1.57,US
06/01/16,22:00,Construction Spending MoM,CNSTTMOM Index,Apr,-1.80%,0.30%,0.60%,0.64%,47,-10.59,0.23,US
06/01/16-06/02/16,,Wards Domestic Vehicle Sales,SAARDTOT Index,May,13.33m,13.48m,13.55m,13.55m,11,-1.18,0.19,US
06/01/16-06/02/16,,Wards Total Vehicle Sales,SAARTOTL Index,May,17.37m,17.32m,17.30m,17.30m,46,0.41,0.17,US
06/02/16,2:00,U.S. Federal Reserve Releases Beige Book,,,,,,,,,,US
06/02/16,19:30,Challenger Job Cuts YoY,CHALYOY% Index,May,-26.50%,5.80%,--,--,0,--,--,US
06/02/16,20:15,ADP Employment Change,ADP CHNG Index,May,173k,156k,173k,172.64k,45,0,17.38,US
06/02/16,20:30,Initial Jobless Claims,INJCJC Index,May-28,267k,268k,270k,268.77k,47,-0.59,5.11,US
06/02/16,20:30,Continuing Claims,INJCSP Index,May-21,2172k,2163k,2150k,2159.80k,10,1.04,21.13,US
06/02/16,21:45,Bloomberg Consumer Comfort,COMFCOMF Index,May-29,43.2,42,--,--,0,--,--,US
06/02/16,21:45,ISM New York,NYPMCURR Index,May,37.2,57,--,--,2,--,--,US
06/03/16,20:30,Trade Balance,USTBTOT Index,Apr,-$37.4b,-$40.4b,-$41.0b,-$41.39b,61,3.49,1.03,US
06/03/16,20:30,Revisions: U.S. International Trade in Goods and Services,,,,,,,,,,US
06/03/16,20:30,Two-Month Payroll Net Revision,ECONGECC Index,May,-59k,--,--,--,0,--,--,US
06/03/16,20:30,Change in Nonfarm Payrolls,NFP TCH Index,May,38k,160k,160k,161.45k,91,-5.1,23.93,US
06/03/16,20:30,Change in Private Payrolls,NFP PCH Index,May,25k,171k,150k,152.30k,43,-6.24,20.05,US
06/03/16,20:30,Change in Manufact. Payrolls,USMMMNCH Index,May,-10k,4k,-2k,-2.21k,24,-1.84,4.63,US
06/03/16,20:30,Unemployment Rate,USURTOT Index,May,4.70%,5.00%,4.90%,4.94%,85,-3.86,0.05,US
06/03/16,20:30,Average Hourly Earnings MoM,AHE MOM% Index,May,0.20%,0.30%,0.20%,0.21%,60,0,0.05,US
06/03/16,20:30,Average Hourly Earnings YoY,AHE YOY% Index,May,2.50%,2.50%,2.50%,2.46%,26,0,0.06,US
06/03/16,20:30,Average Weekly Hours All Employees,AWH TOTL Index,May,34.4,34.5,34.5,34.48,33,-1.69,0.06,US
06/03/16,20:30,Change in Household Employment,USEMNCHG Index,May,26,-316,--,--,0,--,--,US
06/03/16,20:30,Labor Force Participation Rate,PRUSTOT Index,May,62.60%,62.80%,--,--,1,--,--,US
06/03/16,20:30,Underemployment Rate,USUDMAER Index,May,9.70%,9.70%,--,--,0,--,--,US
06/03/16,21:45,Markit US Services PMI,MPMIUSSA Index,May F,--,--,51.4,51.35,8,--,0.13,US
06/03/16,21:45,Markit US Composite PMI,MPMIUSCA Index,May F,--,--,--,--,0,--,--,US
06/03/16,22:00,ISM Non-Manufacturing Index,NAPMNMI Index,May,52.9,55.7,55.3,55.34,75,-3.42,0.7,US
06/03/16,22:00,Factory Orders,TMNOCHNG Index,Apr,1.90%,1.10%,1.90%,1.70%,56,0,0.54,US
06/03/16,22:00,Factory Orders Ex Trans,TMNOXTM% Index,Apr,0.50%,0.80%,--,--,2,--,--,US
06/03/16,22:00,Durable Goods Orders,DGNOCHNG Index,Apr F,3.40%,3.40%,--,--,2,--,--,US
06/03/16,22:00,Durables Ex Transportation,DGNOXTCH Index,Apr F,0.50%,0.40%,--,--,2,--,--,US
06/03/16,22:00,Cap Goods Orders Nondef Ex Air,CGNOXAI% Index,Apr F,-0.60%,-0.80%,--,--,2,--,--,US
06/03/16,22:00,Cap Goods Ship Nondef Ex Air,CGSHXAI% Index,Apr F,0.40%,0.30%,--,--,1,--,--,US
06/06/16,22:00,Labor Market Conditions Index Change,LMCILMCC Index,May,-4.8,-0.9,-0.8,-1,4,-2.96,1.37,US
