Date,Time,Event,Ticker,Period,Actual,Prior,SurvM,SurvA,NoEstimates,Surprise,StdDev,C
2019-05-31,20:30:00,Personal Spending,PCE CRCH Index,Apr,0.30%,0.90%,0.20%,0.18%,67,1.19,0.08,US
2019-05-31,20:30:00,Real Personal Spending,PCE CHNC Index,Apr,0.00%,0.70%,0.00%,-0.05%,13,0.00,0.10,US
2019-05-31,20:30:00,PCE Deflator MoM,PCE DEFM Index,Apr,0.30%,0.20%,0.30%,0.28%,44,0.00,0.07,US
2019-05-31,20:30:00,PCE Deflator YoY,PCE DEFY Index,Apr,1.50%,1.50%,1.60%,1.56%,35,-1.39,0.07,US
2019-05-31,20:30:00,PCE Core Deflator MoM,PCE CMOM Index,Apr,0.20%,0.00%,0.20%,0.20%,55,0.00,0.06,US
2019-05-31,20:30:00,PCE Core Deflator YoY,PCE CYOY Index,Apr,1.60%,1.60%,1.60%,1.59%,42,0.00,0.06,US
2019-05-31,21:45:00,MNI Chicago PMI,CHPMINDX Index,May,54.20,52.60,54.00,54.25,24,0.12,1.71,US
2019-05-31,22:00:00,U. of Mich. Sentiment,CONSSENT Index,May F,100.00,102.40,101.50,101.27,46,-1.61,0.93,US
2019-05-31,22:00:00,U. of Mich. Current Conditions,CONSCURR Index,May F,110.00,112.40,,,2,,,US
2019-05-31,22:00:00,U. of Mich. Expectations,CONSEXP Index,May F,93.50,96.00,,,2,,,US
2019-05-31,22:00:00,U. of Mich. 1 Yr Inflation,CONSPXMD Index,May F,2.90%,2.80%,,,1,,,US
2019-05-31,22:00:00,U. of Mich. 5-10 Yr Inflation,CONSP5MD Index,May F,2.60%,2.60%,,,0,,,US
2019-06-03,21:45:00,Markit US Manufacturing PMI,MPMIUSMA Index,May F,50.50,52.60,50.60,50.66,9,-0.42,0.24,US
2019-06-03,22:00:00,ISM Manufacturing,NAPMPMI Index,May,52.10,52.80,53.00,52.86,70,-1.13,0.80,US
2019-06-03,22:00:00,ISM Employment,NAPMEMPL Index,May,53.70,52.40,,,2,,,US
2019-06-03,22:00:00,ISM Prices Paid,NAPMPRIC Index,May,53.20,50.00,51.00,50.60,8,1.45,1.52,US
2019-06-03,22:00:00,ISM New Orders,NAPMNEWO Index,May,52.70,51.70,,,2,,,US
2019-06-03,22:00:00,Construction Spending MoM,CNSTTMOM Index,Apr,0.00%,-0.90%,0.40%,0.35%,40,-1.35,0.30,US
2019-06-03,,Wards Total Vehicle Sales,SAARTOTL Index,May,17300000,16399999,16900000,16830000,35,2.63,0.15,US
2019-06-04,22:00:00,Factory Orders,TMNOCHNG Index,Apr,-0.80%,1.90%,-1.00%,-0.92%,42,0.59,0.26,US
2019-06-04,22:00:00,Factory Orders Ex Trans,TMNOXTM% Index,Apr,0.30%,0.80%,,,1,,,US
2019-06-04,22:00:00,Durable Goods Orders,DGNOCHNG Index,Apr F,-2.10%,-2.10%,,,2,,,US
2019-06-04,22:00:00,Durables Ex Transportation,DGNOXTCH Index,Apr F,0.00%,0.00%,,,2,,,US
2019-06-04,22:00:00,Cap Goods Orders Nondef Ex Air,CGNOXAI% Index,Apr F,-1.00%,-0.90%,,,1,,,US
2019-06-04,22:00:00,Cap Goods Ship Nondef Ex Air,CGSHXAI% Index,Apr F,0.00%,0.00%,,,0,,,US
2019-06-05,19:00:00,MBA Mortgage Applications,MBAVCHNG Index,May-31,1.50%,-3.30%,,,0,,,US
2019-06-05,20:15:00,ADP Employment Change,ADP CHNG Index,May,27000,275000,185000,186760,34,-7.83,20.17,US
2019-06-05,21:45:00,Markit US Services PMI,MPMIUSSA Index,May F,50.90,53.00,50.90,50.84,7,0.00,0.18,US
2019-06-05,21:45:00,Markit US Composite PMI,MPMIUSCA Index,May F,50.90,53.00,,,0,,,US
2019-06-05,22:00:00,ISM Non-Manufacturing Index,NAPMNMI Index,May,56.90,55.50,55.40,55.38,61,1.89,0.79,US
2019-06-06,02:00:00,U.S. Federal Reserve Releases Beige Book,,,,,,,,,,US
2019-06-06,19:30:00,Challenger Job Cuts YoY,CHALYOY% Index,May,85.90%,10.90%,,,0,,,US
2019-06-06,20:30:00,Revisions: Trade Balance,,,,,,,,,,US
2019-06-06,20:30:00,Trade Balance,USTBTOT Index,Apr,-50800000000,-50000000000,-50700000000,-50660000000,52,-0.12,0.85,US
2019-06-06,20:30:00,Nonfarm Productivity,PRODNFR% Index,1Q F,3.40%,3.60%,3.50%,3.48%,36,-1.07,0.09,US
2019-06-06,20:30:00,Unit Labor Costs,COSTNFR% Index,1Q F,-1.60%,-0.90%,-0.90%,-0.95%,34,-2.96,0.24,US
2019-06-06,20:30:00,Initial Jobless Claims,INJCJC Index,Jun-01,218000,215000,215000,214780,32,0.86,3.51,US
2019-06-06,20:30:00,Continuing Claims,INJCSP Index,May-25,1682000,1657000,1660000,1660600,5,3.42,6.44,US
2019-06-06,21:45:00,Bloomberg Consumer Comfort,COMFCOMF Index,Jun-02,61.70,60.80,,,0,,,US
2019-06-07,00:00:00,Household Change in Net Worth,NWORCHNG Index,1Q,4691000000000,-3730000000000,,,0,,,US
2019-06-07,20:30:00,Change in Nonfarm Payrolls,NFP TCH Index,May,75000,263000,175000,172550,77,-3.57,28.02,US
2019-06-07,20:30:00,Two-Month Payroll Net Revision,ECONGECC Index,May,-75000,,,,0,,,US
2019-06-07,20:30:00,Change in Private Payrolls,NFP PCH Index,May,90000,236000,174000,169240,29,-4.15,20.23,US
2019-06-07,20:30:00,Change in Manufact. Payrolls,USMMMNCH Index,May,3000,4000,3000,3500,18,0.00,4.09,US
2019-06-07,20:30:00,Unemployment Rate,USURTOT Index,May,3.60%,3.60%,3.60%,3.63%,74,0.00,0.06,US
2019-06-07,20:30:00,Average Hourly Earnings MoM,AHE MOM% Index,May,0.20%,0.20%,0.30%,0.28%,58,-2.19,0.05,US
2019-06-07,20:30:00,Average Hourly Earnings YoY,AHE YOY% Index,May,3.10%,3.20%,3.20%,3.19%,32,-1.66,0.06,US
2019-06-07,20:30:00,Average Weekly Hours All Employees,AWH TOTL Index,May,34.40,34.40,34.50,34.48,22,-2.59,0.04,US
2019-06-07,20:30:00,Labor Force Participation Rate,PRUSTOT Index,May,62.80%,62.80%,,,2,,,US
2019-06-07,20:30:00,Underemployment Rate,USUDMAER Index,May,7.10%,7.30%,,,1,,,US
2019-06-07,22:00:00,Wholesale Inventories MoM,MWINCHNG Index,Apr F,0.80%,0.70%,0.70%,0.52%,11,0.30,0.33,US
2019-06-07,22:00:00,Wholesale Trade Sales MoM,MWSLCHNG Index,Apr,-0.40%,2.30%,-0.20%,0.04%,5,-0.41,0.48,US
2019-06-08,03:00:00,Consumer Credit,CICRTOT Index,Apr,17497000000,10281000000,13000000000,13000000000,21,1.63,2.76,US
2019-06-10,22:00:00,JOLTS Job Openings,JOLTTOTL Index,Apr,7449.00,7488.00,7496.00,7474.57,7,-0.83,56.58,US
2019-06-11,18:00:00,NFIB Small Business Optimism,SBOITOTL Index,May,105.00,103.50,102.00,102.01,19,2.46,1.22,US
2019-06-11,20:30:00,PPI Final Demand MoM,FDIDFDMO Index,May,0.10%,0.20%,0.10%,0.13%,57,0.00,0.11,US
2019-06-11,20:30:00,PPI Ex Food and Energy MoM,FDIDSGMO Index,May,0.20%,0.10%,0.20%,0.18%,47,0.00,0.07,US
2019-06-11,20:30:00,"PPI Ex Food, Energy, Trade MoM",FDIDSGUM Index,May,0.40%,0.40%,0.20%,0.17%,11,3.24,0.06,US
2019-06-11,20:30:00,PPI Final Demand YoY,FDIUFDYO Index,May,1.80%,2.20%,2.00%,1.95%,22,-0.90,0.17,US
2019-06-11,20:30:00,PPI Ex Food and Energy YoY,FDIUSGYO Index,May,2.30%,2.40%,2.30%,2.28%,20,0.00,0.08,US
2019-06-11,20:30:00,"PPI Ex Food, Energy, Trade YoY",FDIUSGUY Index,May,2.30%,2.20%,,,1,,,US
2019-06-12,19:00:00,MBA Mortgage Applications,MBAVCHNG Index,Jun-07,26.80%,1.50%,,,0,,,US
2019-06-12,20:30:00,CPI MoM,CPI CHNG Index,May,0.10%,0.30%,0.10%,0.12%,73,0.00,0.05,US
2019-06-12,20:30:00,CPI Ex Food and Energy MoM,CPUPXCHG Index,May,0.10%,0.10%,0.20%,0.19%,71,-3.17,0.03,US
2019-06-12,20:30:00,CPI YoY,CPI YOY Index,May,1.80%,2.00%,1.90%,1.87%,46,-1.16,0.09,US
2019-06-12,20:30:00,CPI Ex Food and Energy YoY,CPI XYOY Index,May,2.00%,2.10%,2.10%,2.08%,47,-1.69,0.06,US
2019-06-12,20:30:00,CPI Core Index SA,CPUPAXFE Index,May,262.03,261.74,262.28,262.29,6,-4.30,0.06,US
2019-06-12,20:30:00,CPI Index NSA,CPURNSA Index,May,256.09,255.55,256.18,256.17,18,-0.62,0.14,US
2019-06-12,20:30:00,Real Avg Hourly Earning YoY,REALYRAW Index,May,1.30%,1.20%,,,0,,,US
2019-06-12,20:30:00,Real Avg Weekly Earnings YoY,REALYRAE Index,May,1.00%,0.90%,,,2,,,US
2019-06-13,02:00:00,Monthly Budget Statement,FDDSSD Index,May,-207800000000,-146800000000,-202500000000,-139340000000,10,-0.05,115.49,US
2019-06-13,20:30:00,Import Price Index MoM,IMP1CHNG Index,May,-0.30%,0.20%,-0.20%,-0.22%,33,-0.51,0.20,US
2019-06-13,20:30:00,Import Price Index ex Petroleum MoM,IMP1XPM% Index,May,-0.30%,-0.60%,-0.20%,-0.12%,12,-0.95,0.16,US
2019-06-13,20:30:00,Import Price Index YoY,IMP1YOY% Index,May,-1.50%,-0.20%,-1.20%,-1.25%,6,-1.87,0.16,US
2019-06-13,20:30:00,Export Price Index MoM,EXP1CMOM Index,May,-0.20%,0.20%,-0.20%,-0.10%,8,-0.28,0.18,US
2019-06-13,20:30:00,Export Price Index YoY,EXP1CYOY Index,May,-0.70%,0.30%,,,1,,,US
2019-06-13,20:30:00,Initial Jobless Claims,INJCJC Index,Jun-08,222000,218000,215000,217060,36,2.58,2.72,US
2019-06-13,20:30:00,Continuing Claims,INJCSP Index,Jun-01,1695000,1682000,1660000,1664600,5,3.14,11.16,US
2019-06-13,21:45:00,Bloomberg June United States Economic Survey,,,,,,,,,,US
2019-06-13,21:45:00,Bloomberg Consumer Comfort,COMFCOMF Index,Jun-09,61.60,61.70,,,0,,,US
2019-06-14,20:30:00,Retail Sales Advance MoM,RSTAMOM Index,May,0.50%,-0.20%,0.60%,0.65%,73,-0.58,0.17,US
2019-06-14,20:30:00,Retail Sales Ex Auto MoM,RSTAXMOM Index,May,0.50%,0.10%,0.40%,0.37%,62,0.55,0.18,US
2019-06-14,20:30:00,Retail Sales Ex Auto and Gas,RSTAXAG% Index,May,0.50%,-0.20%,0.40%,0.43%,21,0.59,0.17,US
2019-06-14,20:30:00,Retail Sales Control Group,RSTAXAGM Index,May,0.50%,0.00%,0.40%,0.41%,30,0.94,0.16,US
2019-06-14,21:15:00,Industrial Production MoM,IP CHNG Index,May,0.40%,-0.50%,0.20%,0.16%,68,1.22,0.16,US
2019-06-14,21:15:00,Manufacturing (SIC) Production,IPMGCHNG Index,May,0.20%,-0.50%,0.20%,0.19%,20,0.37,0.14,US
2019-06-14,21:15:00,Capacity Utilization,CPTICHNG Index,May,78.10%,77.90%,78.00%,77.96%,45,0.83,0.12,US
2019-06-14,22:00:00,U. of Mich. Sentiment,CONSSENT Index,Jun P,97.90,100.00,98.00,97.93,52,-0.07,1.34,US
2019-06-14,22:00:00,U. of Mich. Current Conditions,CONSCURR Index,Jun P,112.50,110.00,109.00,109.70,3,1.64,2.14,US
2019-06-14,22:00:00,U. of Mich. Expectations,CONSEXP Index,Jun P,88.60,93.50,92.00,91.40,3,-4.01,0.85,US
2019-06-14,22:00:00,U. of Mich. 1 Yr Inflation,CONSPXMD Index,Jun P,2.60%,2.90%,,,2,,,US
2019-06-14,22:00:00,U. of Mich. 5-10 Yr Inflation,CONSP5MD Index,Jun P,2.20%,2.60%,,,0,,,US
2019-06-14,22:00:00,Business Inventories,MTIBCHNG Index,Apr,0.50%,0.00%,0.50%,0.43%,32,0.00,0.11,US
2019-06-17,20:30:00,Empire Manufacturing,EMPRGBCI Index,Jun,-8.60,17.80,11.00,10.88,36,-9.04,2.16,US
2019-06-17,22:00:00,NAHB Housing Market Index,USHBMIDX Index,Jun,64.00,66.00,67.00,66.75,36,-2.82,1.06,US
2019-06-18,04:00:00,Net Long-term TIC Flows,FRNTTOTL Index,Apr,46900000000,-28400000000,31000000000,40600000000,3,1.16,13.72,US
2019-06-18,04:00:00,Total Net TIC Flows,FRNTTNET Index,Apr,-7800000000,-8100000000,,,2,,,US
2019-06-18,20:30:00,Housing Starts,NHSPSTOT Index,May,1269000,1235000,1239000,1235300,64,1.38,21.79,US
2019-06-18,20:30:00,Housing Starts MoM,NHCHSTCH Index,May,-0.90%,5.70%,0.30%,0.02%,64,-0.69,1.76,US
2019-06-18,20:30:00,Building Permits,NHSPATOT Index,May,1294000,1296000,1292000,1293550,42,0.15,16.63,US
2019-06-18,20:30:00,Building Permits MoM,NHCHATCH Index,May,0.30%,0.60%,0.10%,0.27%,42,0.14,1.29,US
2019-06-19,19:00:00,MBA Mortgage Applications,MBAVCHNG Index,Jun-14,-3.40%,26.80%,,,0,,,US
2019-06-20,02:00:00,FOMC Rate Decision (Upper Bound),FDTR Index,Jun-19,2.50%,2.50%,2.50%,2.50%,93,0.00,0.03,US
2019-06-20,02:00:00,FOMC Rate Decision (Lower Bound),FDTRFTRL Index,Jun-19,2.25%,2.25%,2.25%,2.25%,93,0.00,0.03,US
2019-06-20,02:00:00,Interest Rate on Excess Reserves,IRRBIOER Index,Jun-20,2.35%,2.35%,2.35%,2.35%,9,,0.00,US
2019-06-20,20:30:00,Current Account Balance,USCABAL Index,1Q,-130400000000,-134400000000,-124300000000,-123180000000,23,-1.62,3.78,US
2019-06-20,20:30:00,Initial Jobless Claims,INJCJC Index,Jun-15,216000,222000,220000,220510,39,-1.11,3.62,US
2019-06-20,20:30:00,Continuing Claims,INJCSP Index,Jun-08,1662000,1695000,1680000,1675600,5,-1.17,15.41,US
2019-06-20,20:30:00,Philadelphia Fed Business Outlook,OUTFGAF Index,Jun,0.30,16.60,10.40,10.26,42,-2.99,3.37,US
2019-06-20,21:45:00,Bloomberg Consumer Comfort,COMFCOMF Index,Jun-16,61.80,61.60,,,1,,,US
2019-06-20,21:45:00,Bloomberg Economic Expectations,COMFBTWR Index,Jun,50.50,52.50,,,0,,,US
2019-06-20,22:00:00,Leading Index,LEI CHNG Index,May,0.00%,0.20%,0.10%,0.08%,31,-1.26,0.08,US
2019-06-21,21:45:00,Markit US Manufacturing PMI,MPMIUSMA Index,Jun P,,50.50,50.50,50.53,12,,0.44,US
2019-06-21,21:45:00,Markit US Services PMI,MPMIUSSA Index,Jun P,,50.90,51.00,51.38,11,,0.76,US
2019-06-21,21:45:00,Markit US Composite PMI,MPMIUSCA Index,Jun P,,50.90,,,0,,,US
2019-06-21,22:00:00,Existing Home Sales,ETSLTOTL Index,May,5340000,5190000,5300000,5280000,62,0.52,0.08,US
2019-06-21,22:00:00,Existing Home Sales MoM,ETSLMOM Index,May,2.50%,-0.40%,2.10%,1.79%,62,0.26,1.49,US
2019-06-24,20:30:00,Chicago Fed Nat Activity Index,CFNAI Index,May,-0.05,-0.45,-0.20,0.14,5,0.18,0.81,US
2019-06-24,22:30:00,Dallas Fed Manf. Activity,DFEDGBA Index,Jun,-12.10,-5.30,-2.00,-1.93,10,-2.01,5.03,US
2019-06-25,21:00:00,FHFA House Price Index MoM,HPIMMOM% Index,Apr,0.40%,0.10%,0.20%,0.23%,10,2.56,0.08,US
2019-06-25,21:00:00,S&P CoreLogic CS 20-City MoM SA,SPCS20SM Index,Apr,0.00%,0.09%,0.10%,0.11%,17,-0.65,0.15,US
2019-06-25,21:00:00,S&P CoreLogic CS 20-City YoY NSA,SPCS20Y% Index,Apr,2.54%,2.68%,2.50%,2.39%,16,0.10,0.39,US
2019-06-25,21:00:00,S&P CoreLogic CS 20-City NSA Index,SPCS20 Index,Apr,215.68,214.09,215.61,215.14,4,0.08,0.92,US
2019-06-25,21:00:00,S&P CoreLogic CS US HPI YoY NSA,SPCSUSAY Index,Apr,3.54%,3.72%,3.50%,3.40%,3,0.19,0.22,US
2019-06-25,21:00:00,S&P CoreLogic CS US HPI NSA Index,SPCSUSA Index,Apr,207.97,206.23,,,1,,,US
2019-06-25,22:00:00,Richmond Fed Manufact. Index,RCHSINDX Index,Jun,3.00,5.00,2.00,2.30,10,0.28,3.58,US
2019-06-25,22:00:00,Revisions: Retail Sales,,,,,,,,,,US
2019-06-25,22:00:00,New Home Sales,NHSLTOT Index,May,626000,673000,684000,678840,60,-3.46,16.67,US
2019-06-25,22:00:00,New Home Sales MoM,NHSLCHNG Index,May,-7.80%,-6.90%,1.60%,0.87%,60,-3.79,2.48,US
2019-06-25,22:00:00,Conf. Board Consumer Confidence,CONCCONF Index,Jun,121.50,134.10,131.00,130.87,65,-4.86,1.95,US
2019-06-25,22:00:00,Conf. Board Present Situation,CONCPSIT Index,Jun,162.60,175.20,,,0,,,US
2019-06-25,22:00:00,Conf. Board Expectations,CONCEXP Index,Jun,94.10,106.60,,,0,,,US
2019-06-26,19:00:00,MBA Mortgage Applications,MBAVCHNG Index,Jun-21,1.30%,-3.40%,,,0,,,US
2019-06-26,20:30:00,Durable Goods Orders,DGNOCHNG Index,May P,-1.30%,-2.10%,-0.30%,-0.66%,63,-0.68,1.48,US
2019-06-26,20:30:00,Durables Ex Transportation,DGNOXTCH Index,May P,0.30%,0.00%,0.10%,0.08%,51,0.69,0.29,US
2019-06-26,20:30:00,Cap Goods Orders Nondef Ex Air,CGNOXAI% Index,May P,0.40%,-1.00%,0.10%,0.05%,21,0.81,0.37,US
2019-06-26,20:30:00,Cap Goods Ship Nondef Ex Air,CGSHXAI% Index,May P,0.70%,0.00%,0.10%,0.30%,11,0.64,0.94,US
2019-06-26,20:30:00,Advance Goods Trade Balance,USTGTTCB Index,May,-74500000000,-72100000000,-71800000000,-71640000000,35,-2.25,1.20,US
2019-06-26,20:30:00,Retail Inventories MoM,RSRSTMOM Index,May,0.50%,0.50%,0.30%,0.33%,4,1.84,0.11,US
2019-06-26,20:30:00,Wholesale Inventories MoM,MWINCHNG Index,May P,0.40%,0.80%,0.50%,0.43%,10,-0.34,0.15,US
2019-06-27,20:30:00,GDP Annualized QoQ,GDP CQOQ Index,1Q T,3.10%,3.10%,3.20%,3.15%,64,-0.93,0.11,US
2019-06-27,20:30:00,Personal Consumption,GDPCTOT% Index,1Q T,0.90%,1.30%,1.30%,1.26%,15,-2.85,0.14,US
2019-06-27,20:30:00,GDP Price Index,GDP PIQQ Index,1Q T,0.90%,0.80%,0.80%,0.80%,24,,0.00,US
2019-06-27,20:30:00,Core PCE QoQ,GDPCPCEC Index,1Q T,1.20%,1.00%,1.00%,1.00%,6,,0.00,US
2019-06-27,20:30:00,Initial Jobless Claims,INJCJC Index,Jun-22,227000,216000,220000,217970,37,2.35,2.97,US
2019-06-27,20:30:00,Continuing Claims,INJCSP Index,Jun-15,1688000,1662000,1665000,1663800,5,2.44,9.41,US
2019-06-27,21:45:00,Bloomberg Consumer Comfort,COMFCOMF Index,Jun-23,63.60,61.80,,,1,,,US
2019-06-27,22:00:00,Pending Home Sales MoM,USPHTMOM Index,May,1.10%,-1.50%,1.00%,0.88%,22,0.12,0.82,US
2019-06-27,22:00:00,Pending Home Sales NSA YoY,USPHTYOY Index,May,-0.80%,0.40%,0.40%,0.47%,3,-3.64,0.33,US
2019-06-27,23:00:00,Kansas City Fed Manf. Activity,KCLSSACI Index,Jun,0.00,4.00,1.00,1.33,6,-0.44,2.29,US
2019-06-28,20:30:00,Personal Income,PITLCHNG Index,May,0.50%,0.50%,0.30%,0.31%,64,2.42,0.08,US
2019-06-28,20:30:00,Personal Spending,PCE CRCH Index,May,0.40%,0.30%,0.50%,0.46%,67,-1.11,0.09,US
2019-06-28,20:30:00,Real Personal Spending,PCE CHNC Index,May,0.20%,0.00%,0.40%,0.38%,13,-1.79,0.11,US
2019-06-28,20:30:00,PCE Deflator MoM,PCE DEFM Index,May,0.20%,0.30%,0.20%,0.16%,47,0.00,0.05,US
2019-06-28,20:30:00,PCE Deflator YoY,PCE DEFY Index,May,1.50%,1.50%,1.50%,1.46%,34,0.00,0.05,US
2019-06-28,20:30:00,PCE Core Deflator MoM,PCE CMOM Index,May,0.20%,0.20%,0.20%,0.17%,55,0.00,0.04,US
2019-06-28,20:30:00,PCE Core Deflator YoY,PCE CYOY Index,May,1.60%,1.60%,1.50%,1.55%,42,1.21,0.05,US
2019-06-28,21:45:00,MNI Chicago PMI,CHPMINDX Index,Jun,49.70,54.20,53.50,53.48,25,-2.70,1.40,US
2019-06-28,22:00:00,U. of Mich. Sentiment,CONSSENT Index,Jun F,98.20,97.90,97.90,97.86,45,0.45,0.67,US
2019-06-28,22:00:00,U. of Mich. Current Conditions,CONSCURR Index,Jun F,111.90,112.50,,,2,,,US
2019-06-28,22:00:00,U. of Mich. Expectations,CONSEXP Index,Jun F,89.30,88.60,,,2,,,US
2019-06-28,22:00:00,U. of Mich. 1 Yr Inflation,CONSPXMD Index,Jun F,2.70%,2.60%,,,1,,,US
2019-06-28,22:00:00,U. of Mich. 5-10 Yr Inflation,CONSP5MD Index,Jun F,2.30%,2.20%,,,0,,,US
2019-07-01,21:45:00,Markit US Manufacturing PMI,MPMIUSMA Index,Jun F,50.60,50.50,50.10,50.09,8,15.12,0.03,US
2019-07-01,22:00:00,ISM Manufacturing,NAPMPMI Index,Jun,51.70,52.10,51.00,51.06,70,0.97,0.72,US
2019-07-01,22:00:00,ISM Employment,NAPMEMPL Index,Jun,54.50,53.70,,,2,,,US
2019-07-01,22:00:00,ISM Prices Paid,NAPMPRIC Index,Jun,47.90,53.20,53.00,52.89,7,-6.09,0.84,US
2019-07-01,22:00:00,ISM New Orders,NAPMNEWO Index,Jun,50.00,52.70,52.50,52.47,3,-2.91,0.86,US
2019-07-01,22:00:00,Construction Spending MoM,CNSTTMOM Index,May,-0.80%,0.00%,0.00%,0.03%,40,-2.44,0.33,US
2019-07-02,,Wards Total Vehicle Sales,SAARTOTL Index,Jun,17300000,17300000,17000000,16940000,35,1.73,0.17,US
2019-07-03,19:00:00,MBA Mortgage Applications,MBAVCHNG Index,Jun-28,-0.10%,1.30%,,,0,,,US
2019-07-03,19:30:00,Challenger Job Cuts YoY,CHALYOY% Index,Jun,12.80%,85.90%,,,0,,,US
2019-07-03,20:15:00,ADP Employment Change,ADP CHNG Index,Jun,102000,27000,140000,140420,33,-1.57,24.13,US
2019-07-03,20:30:00,Trade Balance,USTBTOT Index,May,-55500000000,-50800000000,-54000000000,-53370000000,51,-1.07,1.40,US
2019-07-03,20:30:00,Initial Jobless Claims,INJCJC Index,Jun-29,221000,227000,223000,222790,38,-0.47,3.21,US
2019-07-03,20:30:00,Continuing Claims,INJCSP Index,Jun-22,1686000,1688000,1675000,1675200,5,1.15,9.60,US
2019-07-03,21:45:00,Bloomberg Consumer Comfort,COMFCOMF Index,Jun-30,62.60,63.60,,,1,,,US
2019-07-03,21:45:00,Markit US Services PMI,MPMIUSSA Index,Jun F,51.50,50.90,50.70,50.63,7,6.89,0.12,US
2019-07-03,21:45:00,Markit US Composite PMI,MPMIUSCA Index,Jun F,51.50,50.90,,,0,,,US
2019-07-03,22:00:00,Factory Orders,TMNOCHNG Index,May,-0.70%,-0.80%,-0.60%,-0.58%,41,-0.34,0.30,US
2019-07-03,22:00:00,Factory Orders Ex Trans,TMNOXTM% Index,May,0.10%,0.30%,,,2,,,US
2019-07-03,22:00:00,Durable Goods Orders,DGNOCHNG Index,May F,-1.30%,-1.30%,-1.30%,-0.40%,3,0.00,1.34,US
2019-07-03,22:00:00,Durables Ex Transportation,DGNOXTCH Index,May F,0.40%,0.30%,,,2,,,US
2019-07-03,22:00:00,Cap Goods Ship Nondef Ex Air,CGSHXAI% Index,May F,0.60%,0.70%,,,1,,,US
2019-07-03,22:00:00,Cap Goods Orders Nondef Ex Air,CGNOXAI% Index,May F,0.50%,0.40%,,,2,,,US
2019-07-03,22:00:00,ISM Non-Manufacturing Index,NAPMNMI Index,Jun,55.10,56.90,56.00,55.89,61,-1.25,0.72,US
2019-07-05,20:30:00,Change in Nonfarm Payrolls,NFP TCH Index,Jun,224000,75000,160000,162870,75,2.85,22.45,US
2019-07-05,20:30:00,Two-Month Payroll Net Revision,ECONGECC Index,Jun,-11000,,,,0,,,US
2019-07-05,20:30:00,Change in Private Payrolls,NFP PCH Index,Jun,191000,90000,150000,154550,31,1.93,21.24,US
2019-07-05,20:30:00,Change in Manufact. Payrolls,USMMMNCH Index,Jun,17000,3000,3000,2530,17,5.65,2.48,US
2019-07-05,20:30:00,Unemployment Rate,USURTOT Index,Jun,3.70%,3.60%,3.60%,3.61%,72,2.60,0.04,US
2019-07-05,20:30:00,Average Hourly Earnings MoM,AHE MOM% Index,Jun,0.20%,0.20%,0.30%,0.28%,56,-2.01,0.05,US
2019-07-05,20:30:00,Average Hourly Earnings YoY,AHE YOY% Index,Jun,3.10%,3.10%,3.20%,3.17%,33,-1.98,0.05,US
2019-07-05,20:30:00,Average Weekly Hours All Employees,AWH TOTL Index,Jun,34.40,34.40,34.40,34.43,24,0.00,0.04,US
2019-07-05,20:30:00,Labor Force Participation Rate,PRUSTOT Index,Jun,62.90%,62.80%,62.80%,62.80%,3,,0.00,US
2019-07-05,20:30:00,Underemployment Rate,USUDMAER Index,Jun,7.20%,7.10%,,,1,,,US
2019-07-09,03:00:00,Consumer Credit,CICRTOT Index,May,17085999999,17497000000,17000000000,17010000000,21,0.05,1.64,US
2019-07-09,18:00:00,NFIB Small Business Optimism,SBOITOTL Index,Jun,103.30,105.00,103.10,103.33,15,0.15,1.30,US
2019-07-09,22:00:00,JOLTS Job Openings,JOLTTOTL Index,May,7323.00,7449.00,7470.00,7468.50,8,-2.75,53.50,US
2019-07-10,19:00:00,MBA Mortgage Applications,MBAVCHNG Index,Jul-05,-2.40%,-0.10%,,,0,,,US
2019-07-10,22:00:00,Wholesale Inventories MoM,MWINCHNG Index,May F,0.40%,0.40%,0.40%,0.39%,15,0.00,0.17,US
2019-07-10,22:00:00,Wholesale Trade Sales MoM,MWSLCHNG Index,May,0.10%,-0.40%,0.30%,0.23%,3,-1.18,0.17,US
2019-07-11,02:00:00,FOMC Meeting Minutes,FEDMMINU Index,Jun-19,,,,,0,,,US
2019-07-11,20:30:00,CPI MoM,CPI CHNG Index,Jun,0.10%,0.10%,0.00%,0.01%,67,1.82,0.05,US
2019-07-11,20:30:00,CPI Ex Food and Energy MoM,CPUPXCHG Index,Jun,0.30%,0.10%,0.20%,0.19%,67,2.74,0.04,US
2019-07-11,20:30:00,CPI YoY,CPI YOY Index,Jun,1.60%,1.80%,1.60%,1.62%,44,0.00,0.08,US
2019-07-11,20:30:00,CPI Ex Food and Energy YoY,CPI XYOY Index,Jun,2.10%,2.00%,2.00%,2.02%,47,1.91,0.05,US
2019-07-11,20:30:00,CPI Core Index SA,CPUPAXFE Index,Jun,262.80,262.03,262.56,262.49,5,1.57,0.15,US
2019-07-11,20:30:00,CPI Index NSA,CPURNSA Index,Jun,256.14,256.09,256.09,256.08,16,0.54,0.09,US
2019-07-11,20:30:00,Initial Jobless Claims,INJCJC Index,Jul-06,209000,221000,221000,222250,36,-3.47,3.46,US
2019-07-11,20:30:00,Continuing Claims,INJCSP Index,Jun-29,1723000,1686000,1683000,1679170,6,6.17,6.57,US
2019-07-11,20:30:00,Real Avg Hourly Earning YoY,REALYRAW Index,Jun,1.50%,1.30%,,,0,,,US
